sez,cod_prov,cod_com,cogn,d_nasc,l_nasc,pos,tot_vot_lis,descr_lista,voti
52,41,340,POLI IN BORTONE,19430825000000,LECCE,2,270,TUTTA LECCE LISI,8
52,41,340,POLI IN BORTONE,19430825000000,LECCE,2,270,VOCE NAZIONALE,1
52,41,340,SALVEMINI,19660604000000,LECCE,4,286,PARTITO DEMOCRATICO,87
52,41,340,SALVEMINI,19660604000000,LECCE,4,286,LECCE CITTA' PUBBLICA,54
52,41,340,SALVEMINI,19660604000000,LECCE,4,286,COSCIENZA CIVICA,40
52,41,340,SALVEMINI,19660604000000,LECCE,4,286,SVEGLIA,21
52,41,340,SALVEMINI,19660604000000,LECCE,4,286,AVANTI LECCE,21
52,41,340,SALVEMINI,19660604000000,LECCE,4,286,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,18
52,41,340,SALVEMINI,19660604000000,LECCE,4,286,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,17
52,41,340,SALVEMINI,19660604000000,LECCE,4,286,MOVIMENTO 5 STELLE,15
52,41,340,SALVEMINI,19660604000000,LECCE,4,286,NOI PER LECCE,13
52,41,340,CIUCCI,19650716000000,NAPOLI,1,8,DIRITTI E CIVILTA' PER LECCE,8
52,41,340,SICULELLA,19851203000000,NARDO',3,1,ARIA,1
52,41,340,SICULELLA,19851203000000,NARDO',3,1,MIND MENTI INDIPENDENTI,0
53,41,340,SALVEMINI,19660604000000,LECCE,4,349,PARTITO DEMOCRATICO,82
53,41,340,SALVEMINI,19660604000000,LECCE,4,349,COSCIENZA CIVICA,56
53,41,340,SALVEMINI,19660604000000,LECCE,4,349,LECCE CITTA' PUBBLICA,53
53,41,340,SALVEMINI,19660604000000,LECCE,4,349,AVANTI LECCE,38
53,41,340,SALVEMINI,19660604000000,LECCE,4,349,MOVIMENTO 5 STELLE,33
53,41,340,SALVEMINI,19660604000000,LECCE,4,349,SVEGLIA,25
53,41,340,SALVEMINI,19660604000000,LECCE,4,349,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,22
53,41,340,SALVEMINI,19660604000000,LECCE,4,349,NOI PER LECCE,22
53,41,340,SALVEMINI,19660604000000,LECCE,4,349,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,18
53,41,340,POLI IN BORTONE,19430825000000,LECCE,2,288,FRATELLI D'ITALIA,54
53,41,340,POLI IN BORTONE,19430825000000,LECCE,2,288,PRIMA LECCE,50
53,41,340,POLI IN BORTONE,19430825000000,LECCE,2,288,IO SUD,43
53,41,340,POLI IN BORTONE,19430825000000,LECCE,2,288,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,42
53,41,340,POLI IN BORTONE,19430825000000,LECCE,2,288,FORZA ITALIA - PPE,31
53,41,340,POLI IN BORTONE,19430825000000,LECCE,2,288,MOVIMENTO REGIONE SALENTO,29
53,41,340,POLI IN BORTONE,19430825000000,LECCE,2,288,LEGA SALVINI PUGLIA,15
53,41,340,POLI IN BORTONE,19430825000000,LECCE,2,288,LECCE FUTURA PALA,14
53,41,340,POLI IN BORTONE,19430825000000,LECCE,2,288,TUTTA LECCE LISI,8
53,41,340,POLI IN BORTONE,19430825000000,LECCE,2,288,VOCE NAZIONALE,2
53,41,340,SICULELLA,19851203000000,NARDO',3,11,ARIA,11
53,41,340,SICULELLA,19851203000000,NARDO',3,11,MIND MENTI INDIPENDENTI,0
53,41,340,CIUCCI,19650716000000,NAPOLI,1,16,DIRITTI E CIVILTA' PER LECCE,16
54,41,340,POLI IN BORTONE,19430825000000,LECCE,2,339,FRATELLI D'ITALIA,72
54,41,340,POLI IN BORTONE,19430825000000,LECCE,2,339,IO SUD,51
54,41,340,POLI IN BORTONE,19430825000000,LECCE,2,339,MOVIMENTO REGIONE SALENTO,49
54,41,340,POLI IN BORTONE,19430825000000,LECCE,2,339,FORZA ITALIA - PPE,48
54,41,340,POLI IN BORTONE,19430825000000,LECCE,2,339,PRIMA LECCE,39
54,41,340,POLI IN BORTONE,19430825000000,LECCE,2,339,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,29
54,41,340,POLI IN BORTONE,19430825000000,LECCE,2,339,LEGA SALVINI PUGLIA,19
54,41,340,POLI IN BORTONE,19430825000000,LECCE,2,339,LECCE FUTURA PALA,18
54,41,340,POLI IN BORTONE,19430825000000,LECCE,2,339,TUTTA LECCE LISI,11
54,41,340,POLI IN BORTONE,19430825000000,LECCE,2,339,VOCE NAZIONALE,3
54,41,340,SALVEMINI,19660604000000,LECCE,4,284,PARTITO DEMOCRATICO,72
54,41,340,SALVEMINI,19660604000000,LECCE,4,284,COSCIENZA CIVICA,61
54,41,340,SALVEMINI,19660604000000,LECCE,4,284,LECCE CITTA' PUBBLICA,46
54,41,340,SALVEMINI,19660604000000,LECCE,4,284,NOI PER LECCE,31
54,41,340,SALVEMINI,19660604000000,LECCE,4,284,AVANTI LECCE,22
54,41,340,SALVEMINI,19660604000000,LECCE,4,284,SVEGLIA,16
54,41,340,SALVEMINI,19660604000000,LECCE,4,284,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,15
54,41,340,SALVEMINI,19660604000000,LECCE,4,284,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,12
54,41,340,SALVEMINI,19660604000000,LECCE,4,284,MOVIMENTO 5 STELLE,9
54,41,340,SICULELLA,19851203000000,NARDO',3,10,ARIA,7
54,41,340,SICULELLA,19851203000000,NARDO',3,10,MIND MENTI INDIPENDENTI,3
54,41,340,CIUCCI,19650716000000,NAPOLI,1,6,DIRITTI E CIVILTA' PER LECCE,6
55,41,340,POLI IN BORTONE,19430825000000,LECCE,2,373,IO SUD,63
55,41,340,POLI IN BORTONE,19430825000000,LECCE,2,373,FORZA ITALIA - PPE,57
55,41,340,POLI IN BORTONE,19430825000000,LECCE,2,373,PRIMA LECCE,51
55,41,340,POLI IN BORTONE,19430825000000,LECCE,2,373,MOVIMENTO REGIONE SALENTO,50
55,41,340,POLI IN BORTONE,19430825000000,LECCE,2,373,FRATELLI D'ITALIA,50
55,41,340,POLI IN BORTONE,19430825000000,LECCE,2,373,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,49
55,41,340,POLI IN BORTONE,19430825000000,LECCE,2,373,LECCE FUTURA PALA,27
55,41,340,POLI IN BORTONE,19430825000000,LECCE,2,373,TUTTA LECCE LISI,18
55,41,340,POLI IN BORTONE,19430825000000,LECCE,2,373,LEGA SALVINI PUGLIA,8
55,41,340,POLI IN BORTONE,19430825000000,LECCE,2,373,VOCE NAZIONALE,0
55,41,340,SALVEMINI,19660604000000,LECCE,4,364,PARTITO DEMOCRATICO,91
55,41,340,SALVEMINI,19660604000000,LECCE,4,364,AVANTI LECCE,74
55,41,340,SALVEMINI,19660604000000,LECCE,4,364,COSCIENZA CIVICA,60
55,41,340,SALVEMINI,19660604000000,LECCE,4,364,LECCE CITTA' PUBBLICA,46
55,41,340,SALVEMINI,19660604000000,LECCE,4,364,NOI PER LECCE,26
55,41,340,SALVEMINI,19660604000000,LECCE,4,364,SVEGLIA,24
55,41,340,SALVEMINI,19660604000000,LECCE,4,364,MOVIMENTO 5 STELLE,19
55,41,340,SALVEMINI,19660604000000,LECCE,4,364,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,12
55,41,340,SALVEMINI,19660604000000,LECCE,4,364,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,12
55,41,340,SICULELLA,19851203000000,NARDO',3,9,ARIA,6
55,41,340,SICULELLA,19851203000000,NARDO',3,9,MIND MENTI INDIPENDENTI,3
55,41,340,CIUCCI,19650716000000,NAPOLI,1,2,DIRITTI E CIVILTA' PER LECCE,2
56,41,340,POLI IN BORTONE,19430825000000,LECCE,2,384,FORZA ITALIA - PPE,67
56,41,340,POLI IN BORTONE,19430825000000,LECCE,2,384,FRATELLI D'ITALIA,64
56,41,340,POLI IN BORTONE,19430825000000,LECCE,2,384,MOVIMENTO REGIONE SALENTO,56
56,41,340,POLI IN BORTONE,19430825000000,LECCE,2,384,PRIMA LECCE,47
56,41,340,POLI IN BORTONE,19430825000000,LECCE,2,384,IO SUD,42
56,41,340,POLI IN BORTONE,19430825000000,LECCE,2,384,LECCE FUTURA PALA,38
56,41,340,POLI IN BORTONE,19430825000000,LECCE,2,384,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,37
56,41,340,POLI IN BORTONE,19430825000000,LECCE,2,384,TUTTA LECCE LISI,17
56,41,340,POLI IN BORTONE,19430825000000,LECCE,2,384,LEGA SALVINI PUGLIA,16
56,41,340,POLI IN BORTONE,19430825000000,LECCE,2,384,VOCE NAZIONALE,0
56,41,340,SALVEMINI,19660604000000,LECCE,4,279,PARTITO DEMOCRATICO,98
56,41,340,SALVEMINI,19660604000000,LECCE,4,279,LECCE CITTA' PUBBLICA,39
56,41,340,SALVEMINI,19660604000000,LECCE,4,279,NOI PER LECCE,26
56,41,340,SALVEMINI,19660604000000,LECCE,4,279,COSCIENZA CIVICA,26
56,41,340,SALVEMINI,19660604000000,LECCE,4,279,MOVIMENTO 5 STELLE,25
56,41,340,SALVEMINI,19660604000000,LECCE,4,279,AVANTI LECCE,24
56,41,340,SALVEMINI,19660604000000,LECCE,4,279,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,18
56,41,340,SALVEMINI,19660604000000,LECCE,4,279,SVEGLIA,14
56,41,340,SALVEMINI,19660604000000,LECCE,4,279,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,9
56,41,340,CIUCCI,19650716000000,NAPOLI,1,10,DIRITTI E CIVILTA' PER LECCE,10
56,41,340,SICULELLA,19851203000000,NARDO',3,0,ARIA,0
56,41,340,SICULELLA,19851203000000,NARDO',3,0,MIND MENTI INDIPENDENTI,0
57,41,340,POLI IN BORTONE,19430825000000,LECCE,2,494,FRATELLI D'ITALIA,114
57,41,340,POLI IN BORTONE,19430825000000,LECCE,2,494,IO SUD,79
57,41,340,POLI IN BORTONE,19430825000000,LECCE,2,494,PRIMA LECCE,65
57,41,340,POLI IN BORTONE,19430825000000,LECCE,2,494,LECCE FUTURA PALA,52
57,41,340,POLI IN BORTONE,19430825000000,LECCE,2,494,FORZA ITALIA - PPE,49
57,41,340,POLI IN BORTONE,19430825000000,LECCE,2,494,MOVIMENTO REGIONE SALENTO,46
57,41,340,POLI IN BORTONE,19430825000000,LECCE,2,494,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,43
57,41,340,POLI IN BORTONE,19430825000000,LECCE,2,494,TUTTA LECCE LISI,25
57,41,340,POLI IN BORTONE,19430825000000,LECCE,2,494,LEGA SALVINI PUGLIA,18
57,41,340,POLI IN BORTONE,19430825000000,LECCE,2,494,VOCE NAZIONALE,3
57,41,340,SALVEMINI,19660604000000,LECCE,4,431,PARTITO DEMOCRATICO,111
57,41,340,SALVEMINI,19660604000000,LECCE,4,431,COSCIENZA CIVICA,67
57,41,340,SALVEMINI,19660604000000,LECCE,4,431,LECCE CITTA' PUBBLICA,53
57,41,340,SALVEMINI,19660604000000,LECCE,4,431,AVANTI LECCE,48
57,41,340,SALVEMINI,19660604000000,LECCE,4,431,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,40
57,41,340,SALVEMINI,19660604000000,LECCE,4,431,MOVIMENTO 5 STELLE,30
57,41,340,SALVEMINI,19660604000000,LECCE,4,431,SVEGLIA,29
57,41,340,SALVEMINI,19660604000000,LECCE,4,431,NOI PER LECCE,28
57,41,340,SALVEMINI,19660604000000,LECCE,4,431,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,25
57,41,340,SICULELLA,19851203000000,NARDO',3,10,MIND MENTI INDIPENDENTI,8
57,41,340,SICULELLA,19851203000000,NARDO',3,10,ARIA,2
57,41,340,CIUCCI,19650716000000,NAPOLI,1,4,DIRITTI E CIVILTA' PER LECCE,4
58,41,340,SALVEMINI,19660604000000,LECCE,4,232,PARTITO DEMOCRATICO,66
58,41,340,SALVEMINI,19660604000000,LECCE,4,232,LECCE CITTA' PUBBLICA,42
58,41,340,SALVEMINI,19660604000000,LECCE,4,232,COSCIENZA CIVICA,30
58,41,340,SALVEMINI,19660604000000,LECCE,4,232,MOVIMENTO 5 STELLE,22
58,41,340,SALVEMINI,19660604000000,LECCE,4,232,AVANTI LECCE,17
58,41,340,SALVEMINI,19660604000000,LECCE,4,232,SVEGLIA,16
58,41,340,SALVEMINI,19660604000000,LECCE,4,232,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,15
58,41,340,SALVEMINI,19660604000000,LECCE,4,232,NOI PER LECCE,12
58,41,340,SALVEMINI,19660604000000,LECCE,4,232,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,12
58,41,340,POLI IN BORTONE,19430825000000,LECCE,2,230,MOVIMENTO REGIONE SALENTO,37
58,41,340,POLI IN BORTONE,19430825000000,LECCE,2,230,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,34
58,41,340,POLI IN BORTONE,19430825000000,LECCE,2,230,FORZA ITALIA - PPE,34
58,41,340,POLI IN BORTONE,19430825000000,LECCE,2,230,IO SUD,32
58,41,340,POLI IN BORTONE,19430825000000,LECCE,2,230,FRATELLI D'ITALIA,28
58,41,340,POLI IN BORTONE,19430825000000,LECCE,2,230,LECCE FUTURA PALA,26
58,41,340,POLI IN BORTONE,19430825000000,LECCE,2,230,PRIMA LECCE,19
58,41,340,POLI IN BORTONE,19430825000000,LECCE,2,230,TUTTA LECCE LISI,11
58,41,340,POLI IN BORTONE,19430825000000,LECCE,2,230,LEGA SALVINI PUGLIA,7
58,41,340,POLI IN BORTONE,19430825000000,LECCE,2,230,VOCE NAZIONALE,2
58,41,340,CIUCCI,19650716000000,NAPOLI,1,9,DIRITTI E CIVILTA' PER LECCE,9
58,41,340,SICULELLA,19851203000000,NARDO',3,2,ARIA,2
58,41,340,SICULELLA,19851203000000,NARDO',3,2,MIND MENTI INDIPENDENTI,0
59,41,340,SALVEMINI,19660604000000,LECCE,4,249,PARTITO DEMOCRATICO,80
59,41,340,SALVEMINI,19660604000000,LECCE,4,249,COSCIENZA CIVICA,43
59,41,340,SALVEMINI,19660604000000,LECCE,4,249,LECCE CITTA' PUBBLICA,33
59,41,340,SALVEMINI,19660604000000,LECCE,4,249,AVANTI LECCE,25
59,41,340,SALVEMINI,19660604000000,LECCE,4,249,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,20
59,41,340,SALVEMINI,19660604000000,LECCE,4,249,NOI PER LECCE,14
59,41,340,SALVEMINI,19660604000000,LECCE,4,249,MOVIMENTO 5 STELLE,14
59,41,340,SALVEMINI,19660604000000,LECCE,4,249,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,10
59,41,340,SALVEMINI,19660604000000,LECCE,4,249,SVEGLIA,10
59,41,340,POLI IN BORTONE,19430825000000,LECCE,2,222,FORZA ITALIA - PPE,45
59,41,340,POLI IN BORTONE,19430825000000,LECCE,2,222,FRATELLI D'ITALIA,42
59,41,340,POLI IN BORTONE,19430825000000,LECCE,2,222,IO SUD,36
59,41,340,POLI IN BORTONE,19430825000000,LECCE,2,222,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,26
59,41,340,POLI IN BORTONE,19430825000000,LECCE,2,222,PRIMA LECCE,25
59,41,340,POLI IN BORTONE,19430825000000,LECCE,2,222,MOVIMENTO REGIONE SALENTO,18
59,41,340,POLI IN BORTONE,19430825000000,LECCE,2,222,LECCE FUTURA PALA,16
59,41,340,POLI IN BORTONE,19430825000000,LECCE,2,222,TUTTA LECCE LISI,7
59,41,340,POLI IN BORTONE,19430825000000,LECCE,2,222,LEGA SALVINI PUGLIA,4
59,41,340,POLI IN BORTONE,19430825000000,LECCE,2,222,VOCE NAZIONALE,3
59,41,340,SICULELLA,19851203000000,NARDO',3,10,ARIA,6
59,41,340,SICULELLA,19851203000000,NARDO',3,10,MIND MENTI INDIPENDENTI,4
59,41,340,CIUCCI,19650716000000,NAPOLI,1,11,DIRITTI E CIVILTA' PER LECCE,11
60,41,340,POLI IN BORTONE,19430825000000,LECCE,2,280,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,84
60,41,340,POLI IN BORTONE,19430825000000,LECCE,2,280,PRIMA LECCE,50
60,41,340,POLI IN BORTONE,19430825000000,LECCE,2,280,IO SUD,46
60,41,340,POLI IN BORTONE,19430825000000,LECCE,2,280,MOVIMENTO REGIONE SALENTO,37
60,41,340,POLI IN BORTONE,19430825000000,LECCE,2,280,FRATELLI D'ITALIA,27
60,41,340,POLI IN BORTONE,19430825000000,LECCE,2,280,LEGA SALVINI PUGLIA,17
60,41,340,POLI IN BORTONE,19430825000000,LECCE,2,280,FORZA ITALIA - PPE,8
60,41,340,POLI IN BORTONE,19430825000000,LECCE,2,280,LECCE FUTURA PALA,7
60,41,340,POLI IN BORTONE,19430825000000,LECCE,2,280,VOCE NAZIONALE,3
60,41,340,POLI IN BORTONE,19430825000000,LECCE,2,280,TUTTA LECCE LISI,1
60,41,340,SALVEMINI,19660604000000,LECCE,4,212,PARTITO DEMOCRATICO,101
60,41,340,SALVEMINI,19660604000000,LECCE,4,212,COSCIENZA CIVICA,39
60,41,340,SALVEMINI,19660604000000,LECCE,4,212,AVANTI LECCE,16
60,41,340,SALVEMINI,19660604000000,LECCE,4,212,MOVIMENTO 5 STELLE,14
60,41,340,SALVEMINI,19660604000000,LECCE,4,212,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,12
60,41,340,SALVEMINI,19660604000000,LECCE,4,212,LECCE CITTA' PUBBLICA,10
60,41,340,SALVEMINI,19660604000000,LECCE,4,212,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,9
60,41,340,SALVEMINI,19660604000000,LECCE,4,212,NOI PER LECCE,8
60,41,340,SALVEMINI,19660604000000,LECCE,4,212,SVEGLIA,3
60,41,340,CIUCCI,19650716000000,NAPOLI,1,2,DIRITTI E CIVILTA' PER LECCE,2
60,41,340,SICULELLA,19851203000000,NARDO',3,2,ARIA,1
60,41,340,SICULELLA,19851203000000,NARDO',3,2,MIND MENTI INDIPENDENTI,1
61,41,340,SALVEMINI,19660604000000,LECCE,4,183,PARTITO DEMOCRATICO,39
61,41,340,SALVEMINI,19660604000000,LECCE,4,183,COSCIENZA CIVICA,34
61,41,340,SALVEMINI,19660604000000,LECCE,4,183,AVANTI LECCE,29
61,41,340,SALVEMINI,19660604000000,LECCE,4,183,LECCE CITTA' PUBBLICA,23
61,41,340,SALVEMINI,19660604000000,LECCE,4,183,NOI PER LECCE,15
61,41,340,SALVEMINI,19660604000000,LECCE,4,183,SVEGLIA,15
61,41,340,SALVEMINI,19660604000000,LECCE,4,183,MOVIMENTO 5 STELLE,10
61,41,340,SALVEMINI,19660604000000,LECCE,4,183,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,9
61,41,340,SALVEMINI,19660604000000,LECCE,4,183,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,9
61,41,340,POLI IN BORTONE,19430825000000,LECCE,2,181,PRIMA LECCE,33
61,41,340,POLI IN BORTONE,19430825000000,LECCE,2,181,FRATELLI D'ITALIA,27
61,41,340,POLI IN BORTONE,19430825000000,LECCE,2,181,FORZA ITALIA - PPE,27
61,41,340,POLI IN BORTONE,19430825000000,LECCE,2,181,IO SUD,23
61,41,340,POLI IN BORTONE,19430825000000,LECCE,2,181,MOVIMENTO REGIONE SALENTO,21
61,41,340,POLI IN BORTONE,19430825000000,LECCE,2,181,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,19
61,41,340,POLI IN BORTONE,19430825000000,LECCE,2,181,LECCE FUTURA PALA,13
61,41,340,POLI IN BORTONE,19430825000000,LECCE,2,181,LEGA SALVINI PUGLIA,9
61,41,340,POLI IN BORTONE,19430825000000,LECCE,2,181,TUTTA LECCE LISI,6
61,41,340,POLI IN BORTONE,19430825000000,LECCE,2,181,VOCE NAZIONALE,3
61,41,340,CIUCCI,19650716000000,NAPOLI,1,7,DIRITTI E CIVILTA' PER LECCE,7
61,41,340,SICULELLA,19851203000000,NARDO',3,5,MIND MENTI INDIPENDENTI,4
61,41,340,SICULELLA,19851203000000,NARDO',3,5,ARIA,1
62,41,340,SALVEMINI,19660604000000,LECCE,4,206,LECCE CITTA' PUBBLICA,55
62,41,340,SALVEMINI,19660604000000,LECCE,4,206,COSCIENZA CIVICA,47
62,41,340,SALVEMINI,19660604000000,LECCE,4,206,PARTITO DEMOCRATICO,41
62,41,340,SALVEMINI,19660604000000,LECCE,4,206,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,13
62,41,340,SALVEMINI,19660604000000,LECCE,4,206,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,12
62,41,340,SALVEMINI,19660604000000,LECCE,4,206,MOVIMENTO 5 STELLE,12
62,41,340,SALVEMINI,19660604000000,LECCE,4,206,NOI PER LECCE,10
62,41,340,SALVEMINI,19660604000000,LECCE,4,206,AVANTI LECCE,9
62,41,340,SALVEMINI,19660604000000,LECCE,4,206,SVEGLIA,7
62,41,340,POLI IN BORTONE,19430825000000,LECCE,2,148,FRATELLI D'ITALIA,46
62,41,340,POLI IN BORTONE,19430825000000,LECCE,2,148,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,25
62,41,340,POLI IN BORTONE,19430825000000,LECCE,2,148,PRIMA LECCE,22
62,41,340,POLI IN BORTONE,19430825000000,LECCE,2,148,IO SUD,16
62,41,340,POLI IN BORTONE,19430825000000,LECCE,2,148,MOVIMENTO REGIONE SALENTO,13
62,41,340,POLI IN BORTONE,19430825000000,LECCE,2,148,FORZA ITALIA - PPE,13
62,41,340,POLI IN BORTONE,19430825000000,LECCE,2,148,LECCE FUTURA PALA,5
62,41,340,POLI IN BORTONE,19430825000000,LECCE,2,148,LEGA SALVINI PUGLIA,4
62,41,340,POLI IN BORTONE,19430825000000,LECCE,2,148,TUTTA LECCE LISI,3
62,41,340,POLI IN BORTONE,19430825000000,LECCE,2,148,VOCE NAZIONALE,1
62,41,340,CIUCCI,19650716000000,NAPOLI,1,0,DIRITTI E CIVILTA' PER LECCE,0
62,41,340,SICULELLA,19851203000000,NARDO',3,2,MIND MENTI INDIPENDENTI,2
62,41,340,SICULELLA,19851203000000,NARDO',3,2,ARIA,0
63,41,340,SALVEMINI,19660604000000,LECCE,4,191,PARTITO DEMOCRATICO,50
63,41,340,SALVEMINI,19660604000000,LECCE,4,191,LECCE CITTA' PUBBLICA,47
63,41,340,SALVEMINI,19660604000000,LECCE,4,191,COSCIENZA CIVICA,33
63,41,340,SALVEMINI,19660604000000,LECCE,4,191,SVEGLIA,20
63,41,340,SALVEMINI,19660604000000,LECCE,4,191,AVANTI LECCE,13
63,41,340,SALVEMINI,19660604000000,LECCE,4,191,NOI PER LECCE,12
63,41,340,SALVEMINI,19660604000000,LECCE,4,191,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,7
63,41,340,SALVEMINI,19660604000000,LECCE,4,191,MOVIMENTO 5 STELLE,6
63,41,340,SALVEMINI,19660604000000,LECCE,4,191,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,3
63,41,340,POLI IN BORTONE,19430825000000,LECCE,2,154,FRATELLI D'ITALIA,28
63,41,340,POLI IN BORTONE,19430825000000,LECCE,2,154,IO SUD,22
63,41,340,POLI IN BORTONE,19430825000000,LECCE,2,154,PRIMA LECCE,22
63,41,340,POLI IN BORTONE,19430825000000,LECCE,2,154,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,22
63,41,340,POLI IN BORTONE,19430825000000,LECCE,2,154,FORZA ITALIA - PPE,22
63,41,340,POLI IN BORTONE,19430825000000,LECCE,2,154,LECCE FUTURA PALA,18
63,41,340,POLI IN BORTONE,19430825000000,LECCE,2,154,MOVIMENTO REGIONE SALENTO,13
63,41,340,POLI IN BORTONE,19430825000000,LECCE,2,154,LEGA SALVINI PUGLIA,3
63,41,340,POLI IN BORTONE,19430825000000,LECCE,2,154,TUTTA LECCE LISI,3
63,41,340,POLI IN BORTONE,19430825000000,LECCE,2,154,VOCE NAZIONALE,1
63,41,340,SICULELLA,19851203000000,NARDO',3,3,MIND MENTI INDIPENDENTI,2
63,41,340,SICULELLA,19851203000000,NARDO',3,3,ARIA,1
63,41,340,CIUCCI,19650716000000,NAPOLI,1,4,DIRITTI E CIVILTA' PER LECCE,4
64,41,340,SALVEMINI,19660604000000,LECCE,4,163,PARTITO DEMOCRATICO,46
64,41,340,SALVEMINI,19660604000000,LECCE,4,163,LECCE CITTA' PUBBLICA,38
64,41,340,SALVEMINI,19660604000000,LECCE,4,163,COSCIENZA CIVICA,22
64,41,340,SALVEMINI,19660604000000,LECCE,4,163,AVANTI LECCE,15
64,41,340,SALVEMINI,19660604000000,LECCE,4,163,MOVIMENTO 5 STELLE,14
64,41,340,SALVEMINI,19660604000000,LECCE,4,163,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,10
64,41,340,SALVEMINI,19660604000000,LECCE,4,163,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,10
64,41,340,SALVEMINI,19660604000000,LECCE,4,163,NOI PER LECCE,4
64,41,340,SALVEMINI,19660604000000,LECCE,4,163,SVEGLIA,4
64,41,340,POLI IN BORTONE,19430825000000,LECCE,2,145,FRATELLI D'ITALIA,29
64,41,340,POLI IN BORTONE,19430825000000,LECCE,2,145,FORZA ITALIA - PPE,20
64,41,340,POLI IN BORTONE,19430825000000,LECCE,2,145,IO SUD,19
64,41,340,POLI IN BORTONE,19430825000000,LECCE,2,145,MOVIMENTO REGIONE SALENTO,18
64,41,340,POLI IN BORTONE,19430825000000,LECCE,2,145,PRIMA LECCE,17
64,41,340,POLI IN BORTONE,19430825000000,LECCE,2,145,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,15
64,41,340,POLI IN BORTONE,19430825000000,LECCE,2,145,LEGA SALVINI PUGLIA,10
64,41,340,POLI IN BORTONE,19430825000000,LECCE,2,145,LECCE FUTURA PALA,9
64,41,340,POLI IN BORTONE,19430825000000,LECCE,2,145,TUTTA LECCE LISI,7
64,41,340,POLI IN BORTONE,19430825000000,LECCE,2,145,VOCE NAZIONALE,1
64,41,340,SICULELLA,19851203000000,NARDO',3,7,MIND MENTI INDIPENDENTI,7
64,41,340,SICULELLA,19851203000000,NARDO',3,7,ARIA,0
64,41,340,CIUCCI,19650716000000,NAPOLI,1,5,DIRITTI E CIVILTA' PER LECCE,5
65,41,340,POLI IN BORTONE,19430825000000,LECCE,2,251,FRATELLI D'ITALIA,45
65,41,340,POLI IN BORTONE,19430825000000,LECCE,2,251,PRIMA LECCE,38
65,41,340,POLI IN BORTONE,19430825000000,LECCE,2,251,IO SUD,34
65,41,340,POLI IN BORTONE,19430825000000,LECCE,2,251,MOVIMENTO REGIONE SALENTO,32
65,41,340,POLI IN BORTONE,19430825000000,LECCE,2,251,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,26
65,41,340,POLI IN BORTONE,19430825000000,LECCE,2,251,FORZA ITALIA - PPE,25
