codice,CODICE ELETTORALE,CODICE ISTAT,CODICE BELFIORE
1030241330,1030241330,013139,E830
4180220670,3180220670,079069,E834
4180250720,3180250720,078071,E835
4181030200,3181030200,102020,E836
3110030230,2110030230,042023,E837
2081010045,1081010045,099022,E838
4150720660,3150720660,065066,E839
1030990340,1030990340,098034,E840
1030150920,1030150920,017099,E841
1070390180,1070390180,011018,E842
2060850530,1060850530,030053,E833
1030260550,1030260550,019056,E843
2080130350,1080130350,037035,E844
2060850540,1060850540,030054,E847
2050890450,1050890450,023045,E848
2040831040,1040831040,022110,E850
1030150930,1030150930,017100,E851
1030990350,1030990350,098035,E852
1011020410,1011020410,103041,E853
5190210220,4190210220,087022,E854
5190480420,4190480420,083043,E855
1030980450,1030980450,097045,E858
4180250730,3180250730,078072,E859
1070740360,1070740360,009036,E860
2040140430,1040140430,021046,E862
1030860820,1030860820,012096,E863
2050900550,1050900550,024055,E864
1030150940,1030150940,017101,E865
3110060270,2110060270,044027,E868
5190480430,4190480430,083044,E869
1010020880,1010020880,006090,E870
4180250740,3180250740,078073,E872
4180670440,3180670440,080044,E873
5200530440,4200530440,091046,E874
3090360130,2090360130,053014,E875
5190480440,4190480440,083045,E876
5201110390,4201110390,111039,E877
4180250750,3180250750,078074,E878
3120700520,2120700520,058053,B632
1030980460,1030980460,097046,E879
1010520851,1010520851,003090,E880
4160780120,3160780120,073012,E882
1030150950,1030150950,017102,E883
1030150960,1030150960,017103,E884
4160310280,3160310280,071029,E885
1010271150,1010271150,004115,E887
4180250760,3180250760,078075,E888
5190210221,4190210221,087057,M283
2060930250,1060930250,093025,E889
4150080460,3150080460,064046,E891
4130600220,3130600220,068022,E892
2050840360,1050840360,026037,E893
1010271160,1010271160,004116,E894
1030770390,1030770390,014039,E896
1030450300,1030450300,020030,E897
2060850550,1060850550,030055,E899
3120700530,2120700530,058054,E900
1030121260,1030121260,016132,E901
1010811415,1010811415,001316,M316
5200730380,4200730380,090038,E902
5200170370,4200170370,092037,E903
2080500190,1080500190,036019,E904
4150510410,3150510410,063041,E906
2050890460,1050890460,023046,E911
3120700540,2120700540,058055,E908
2060850560,1060850560,030056,E910
4180250770,3180250770,078076,E914
4180250780,3180250780,078077,E915
2080500200,1080500200,036020,E905
1010520860,1010520860,003091,E907
2050900560,1050900560,024056,E912
1010070610,1010070610,005061,E917
4170640430,3170640430,076044,E919
1030491330,1030491330,015134,E921
1030450310,1030450310,020031,E922
4180220690,3180220690,079071,E923
3120700550,2120700550,058056,E924
4180220700,3180220700,079072,E925
3120690340,2120690340,057036,E927
1030150970,1030150970,017104,E928
1030860821,1030860821,012097,E929
3090420100,2090420100,049010,E930
3090420110,2090420110,049011,E931
4150200490,3150200490,061049,E932
3090050220,2090050220,051022,E933
1030570830,1030570830,018086,E934
2050870200,1050870200,027020,E936
2040140440,1040140440,021047,E938
1010271170,1010271170,004117,E939
2050840370,1050840370,026038,E940
1010811420,1010811420,001144,E941
1010070620,1010070620,005062,E944
1010271180,1010271180,004118,E945
4161060050,3161060050,110005,E946
1030980470,1030980470,097047,E947
1030450320,1030450320,020032,E949
1030241370,1030241370,013143,E951
2060350100,1060350100,031010,E952
5190180080,4190180080,085008,E953
4150510420,3150510420,063042,E954
4150510430,3150510430,063043,E955
4180670450,3180670450,080045,E956
5190550440,4190550440,082046,E957
3120700560,2120700560,058057,E958
2040140450,1040140450,021048,E959
3090630070,2090630070,047007,E960
1030150971,1030150971,017105,E961
1030450330,1030450330,020033,E962
1010271190,1010271190,004119,E963
1030860830,1030860830,012098,E965
1030150980,1030150980,017106,E967
4180670460,3180670460,080046,E968
2050900570,1050900570,024057,E970
3090300260,2090300260,048026,E971
5200950250,4200950250,095025,E972
1010271200,1010271200,004120,E973
5190820120,4190820120,081011,E974
3100580270,2100580270,054027,E975
4170640440,3170640440,076045,E976
4170640450,3170640450,076046,E977
3120910330,2120910330,056034,E978
4160410390,3160410390,075040,E979
2050870210,1050870210,027021,E980
2040140460,1040140460,021049,E981
2060850570,1060850570,030057,E982
1030260560,1030260560,019057,E983
4160410400,3160410400,075041,E984
4160780130,3160780130,073013,E986
1030121280,1030121280,016133,E987
1010271210,1010271210,004121,E988
4130790251,3130790251,067047,E989
4180220701,3180220701,079073,E990
4180220710,3180220710,079074,E991
5200730390,4200730390,090039,E992
4180670470,3180670470,080047,E993
1030990360,1030990360,098036,E994
4160780140,3160780140,073014,E995
2080130360,1080130360,037036,B689
1030570840,1030570840,018087,E999
4150200500,3150200500,061050,E998
4150080470,3150080470,064047,E997
4180250790,3180250790,078078,F001
1030860840,1030860840,012099,F002
5201110400,4201110400,111040,M270
1030491350,1030491350,015136,F003
5190210230,4190210230,087023,F004
5190210240,4190210240,087024,F005
4170640460,3170640460,076047,F006
1030860850,1030860850,012100,F007
2050840380,1050840380,026039,F009
1011020420,1011020420,103042,F010
2050540480,1050540480,028048,F011
2050840390,1050840390,026040,F012
2050540490,1050540490,028049,F013
2080290111,1080290111,038012,F016
1010020890,1010020890,006091,F015
1030241380,1030241380,013144,F017
1070340320,1070340320,010032,F020
3090460100,2090460100,045010,F023
4130380540,3130380540,066054,F022
4150510431,3150510431,063092,M289
3090630080,2090630080,047008,F025
3111050110,2111050110,109011,F021
2080660130,1080660130,039013,F029
4150510440,3150510440,063044,F030
3090360140,2090360140,053015,F032
3100580280,2100580280,054028,F024
4160780150,3160780150,073015,F027
1030990370,1030990370,098037,F028
2050540500,1050540500,028050,F033
3090430180,2090430180,046018,F035
1010960310,1010960310,096031,F037
1010811430,1010811430,001145,F041
1010960320,1010960320,096032,F042
3110060290,2110060290,044029,F044
2040831060,1040831060,022112,F045
1070740370,1070740370,009037,F046
1010520880,1010520880,003093,F047
1011020430,1011020430,103043,F048
5200950260,4200950260,095026,F050
3110440240,2110440240,043024,F051
4170470140,3170470140,077014,F052
1010811440,1010811440,001146,F053
4160410410,3160410410,075042,F054
4140190370,3140190370,070037,F055
1010811450,1010811450,001147,F058
4160310291,3160310291,071031,F059
5190820130,4190820130,081012,F061
1030150990,1030150990,017107,F063
3120700570,2120700570,058058,F064
5190180090,4190180090,085009,F065
5190480450,4190480450,083046,F066
5190210241,4190210241,087056,M271
1010811460,1010811460,001148,F067
2040831070,1040831070,022113,F068
1030770400,1030770400,014040,F070
1010811470,1010811470,001149,F074
5200530450,4200530450,091047,F073
1031040300,1031040300,108030,F078
1030570850,1030570850,018088,F080
2060350101,1060350101,031011,F081
2080560200,1080560200,034020,F082
2080130370,1080130370,037037,F083
1030491380,1030491380,015139,F084
1030121281,1030121281,016250,F085
1030450340,1030450340,020034,F086
2080500210,1080500210,036021,F087
2050840400,1050840400,026041,F088
2060930260,1060930260,093026,F089
2050540520,1050540520,028052,F092
1010520890,1010520890,003095,F093
2050710320,1050710320,029032,F095
1010020900,1010020900,006092,F096
2080320180,1080320180,040019,F097
1070340330,1070340330,010033,F098
1030491390,1030491390,015140,F100
4160410420,3160410420,075043,F101
1030990380,1030990380,098038,F102
4170640470,3170640470,076048,F104
4180670480,3180670480,080048,F105
4180670490,3180670490,080049,F106
5190760120,4190760120,089012,F107
4180970140,3180970140,101014,F108
4160410430,3160410430,075044,F109
4150510450,3150510450,063045,F111
4180670500,3180670500,080050,F112
4150080480,3150080480,064048,F110
4150110380,3150110380,062039,F113
1010271220,1010271220,004122,F114
1030770410,1030770410,014041,F115
4160410440,3160410440,075045,F117
2040140470,1040140470,021050,F118
1030491410,1030491410,015142,F119
1030241390,1030241390,013145,F120
1030570860,1030570860,018089,F122
1070370310,1070370310,008034,F123
4180250800,3180250800,078079,F125
5190010230,4190010230,084023,F126
3120700580,2120700580,058059,F127
2050870220,1050870220,027022,F130
1010020910,1010020910,006093,F131
2040140480,1040140480,021051,F132
1030980480,1030980480,097048,F133
1030860860,1030860860,012101,F134
3110590250,2110590250,041025,F135
3110590260,2110590260,041026,F136
4150720670,3150720670,065067,F138
2080320190,1080320190,040020,F139
1010811480,1010811480,001150,F140
4150080490,3150080490,064049,F141
2060850580,1060850580,030058,F144
3110030240,2110030240,042024,F145
1011020440,1011020440,103044,F146
5190480460,4190480460,083047,F147
2050540530,1050540530,028053,F148
1030990390,1030990390,098039,F149
1030241410,1030241410,013147,F151
4160160100,3160160100,074010,F152
1030770430,1030770430,014043,F153
1030860861,1030860861,012102,F154
1030491430,1030491430,015144,F155
2080290130,1080290130,038014,F156
4180970150,3180970150,101015,F157
5190480470,4190480470,083048,F158
2050540540,1050540540,028054,F161
4150510460,3150510460,063046,F162
1031040310,1031040310,108031,F165
2040831080,1040831080,022114,F168
1030570870,1030570870,018090,F170
1010960330,1010960330,096033,F167
1030570880,1030570880,018091,F171
2050890470,1050890470,023047,F172
1070340340,1070340340,010034,F173
1030570890,1030570890,018092,F175
2040831090,1040831090,022115,F176
1010811500,1010811500,001152,F182
2040831100,1040831100,022116,F183
5190550450,4190550450,082047,F184
1030121290,1030121290,016134,F186
2040831110,1040831110,022117,F187
1010520910,1010520910,003097,F188
1010960340,1010960340,096034,F189
2050840410,1050840410,026042,F190
1010520920,1010520920,003098,F191
1011020450,1011020450,103045,F192
3120690350,2120690350,057037,F193
4160410450,3160410450,075046,F194
4130230500,3130230500,069050,F196
4180220740,3180220740,079077,F200
4170470150,3170470150,077015,F201
1070340350,1070340350,010035,F202
4150200510,3150200510,061051,F203
1030491450,1030491450,015146,F205
5190480480,4190480480,083049,F206
5190180100,4190180100,085010,E618
4181030210,3181030210,102021,F207
5200950270,4200950270,095027,F208
5190210250,4190210250,087025,F209
5190480490,4190480490,083050,F210
1070740380,1070740380,009038,F213
5190210251,4190210251,087026,F214
1030151000,1030151000,017108,F216
5190210260,4190210260,087027,F217
2050890480,1050890480,023048,F218
2080130380,1080130380,037038,F219
4160410460,3160410460,075047,F221
4161060060,3161060060,110006,F220
4150720680,3150720680,065068,F223
3120400140,2120400140,059014,F224
3090430190,2090430190,046019,F225
1070740390,1070740390,009039,F226
2050870230,1050870230,027023,F229
4150080500,3150080500,064050,F230
5190210270,4190210270,087028,F231
1010020920,1010020920,006094,F232
4140190380,3140190380,070038,F233
1030570900,1030570900,018093,F238
4140940270,3140940270,094027,F239
2080500220,1080500220,036022,F240
2050870240,1050870240,027024,F241
5190480500,4190480500,083051,F242
2081010050,1081010050,099005,F244
1030121300,1030121300,016135,F243
5190820135,4190820135,081025,M432
5190550460,4190550460,082048,F246
1031040320,1031040320,108032,F247
1030980490,1030980490,097049,F248
4170640480,3170640480,076049,F249
5190210280,4190210280,087029,F250
5190480510,4190480510,083052,F251
1010070630,1010070630,005063,F254
1070340360,1070340360,010036,F256
2080500230,1080500230,036023,F257
5190650060,4190650060,088006,F258
2080320210,1080320210,040022,F259
5200950276,4200950276,095084,F261
4160090270,3160090270,072027,F262
2040831120,1040831120,022118,F263
1030980500,1030980500,097050,F265
2060850590,1060850590,030059,F266
1030450350,1030450350,020035,F267
3110440250,2110440250,043025,F268
2050840420,1050840420,026043,F269
5200950280,4200950280,095028,F270
5200950290,4200950290,095029,F272
4150110390,3150110390,062040,F274
2060850600,1060850600,030060,F275
5190480520,4190480520,083053,F277
1030121301,1030121301,016136,F276
4150720690,3150720690,065069,F278
1010271230,1010271230,004123,F279
4160090280,3160090280,072028,F280
1010020930,1010020930,006095,F281
3090430200,2090430200,046020,F283
4160090290,3160090290,072029,F284
4130380550,3130380550,066055,M255
4150110400,3150110400,062041,F287
2080130390,1080130390,037039,F288
1070370320,1070370320,008035,F290
1010020940,1010020940,006096,F293
4140190390,3140190390,070039,F294
4170640490,3170640490,076050,F295
1010880770,1010880770,002078,F297
4180670510,3180670510,080051,F301
1030980510,1030980510,097051,F304
1030241460,1030241460,013152,F305
2040831140,1040831140,022120,F307
1010070640,1010070640,005064,F308
1010271240,1010271240,004124,F309
3110590270,2110590270,041027,F310
1010070650,1010070650,005065,F311
1010271250,1010271250,004125,F312
1010811510,1010811510,001153,F315
1010020950,1010020950,006097,F313
1010070660,1010070660,005066,F316
1010520940,1010520940,003100,F317
1010811520,1010811520,001154,F318
3120690360,2120690360,057038,F319
1010020960,1010020960,006098,F320
4140190400,3140190400,070040,F322
1010070670,1010070670,005067,F323
4180670520,3180670520,080052,F324
1010070680,1010070680,005068,F325
1010811530,1010811530,001155,F327
1010271260,1010271260,004126,F326
1010271270,1010271270,004127,F329
1030121310,1030121310,016137,F328
1010271280,1010271280,004128,F330
2050840430,1050840430,026044,F332
5201110410,4201110410,111041,F333
1010811540,1010811540,001156,F335
1010070690,1010070690,005069,F336
1010811550,1010811550,001157,D553
1010020970,1010020970,006099,F337
1010271290,1010271290,004129,F338
2080560220,1080560220,034022,F340
1010880780,1010880780,002079,F342
1010070700,1010070700,005070,F343
2081010060,1081010060,099006,F346
3110590280,2110590280,041028,F347
3110590290,2110590290,041029,F348
1010271300,1010271300,004130,F351
4150200520,3150200520,061052,F352
1070340370,1070340370,010037,F354
1010271310,1010271310,004131,F355
2060350110,1060350110,031012,F356
1010271320,1010271320,004132,F358
5190480530,4190480530,083054,F359
2050840440,1050840440,026045,F360
1010070710,1010070710,005071,F361
2080130400,1080130400,037040,F363
4181030220,3181030220,102022,F364
1010020980,1010020980,006100,F365
5190480540,4190480540,083055,F368
1010960350,1010960350,096035,F369
4180250810,3180250810,078080,F370
2040140490,1040140490,021052,F371
1030241470,1030241470,013153,F372
1030151010,1030151010,017109,F373
1010020990,1010020990,006101,F374
1030151020,1030151020,017110,F375
4160090300,3160090300,072030,F376
5190550470,4190550470,082049,F377
2060920020,1060920020,032002,F378
3111050120,2111050120,109012,F379
3110060310,2110060310,044031,F380
3110030250,2110030250,042025,F381
2050540550,1050540550,028055,F382
5200170381,4200170381,092109,F383
3090630090,2090630090,047009,F384
1010271330,1010271330,004133,F385
1010070720,1010070720,005072,F386
1010021000,1010021000,006102,F387
1010070730,1010070730,005073,F390
4140190410,3140190410,070041,F391
1030770440,1030770440,014044,F393
2040140500,1040140500,021053,F392
2050540560,1050540560,028056,F394
5190480550,4190480550,083056,F395
4150080510,3150080510,064051,F397
3090300270,2090300270,048027,F398
5190480560,4190480560,083057,F400
4170470160,3170470160,077016,F399
3090750141,2090750141,052037,M378
1010021010,1010021010,006103,F403
1010021020,1010021020,006104,F404
1010271340,1010271340,004134,F405
1010271350,1010271350,004135,F408
1010070740,1010070740,005074,F409
1010811560,1010811560,001158,F407
3090630100,2090630100,047010,F410
1010811570,1010811570,001159,F411
5190010240,4190010240,084024,F414
1070370325,1070370325,008068,M387
3110060320,2110060320,044032,F415
3120910340,2120910340,056035,F419
1010811580,1010811580,001160,F420
1030570910,1030570910,018094,F417
4180250820,3180250820,078081,F416
1010811590,1010811590,001161,F422
1030990400,1030990400,098040,F423
1010271360,1010271360,004136,F424
4150720700,3150720700,065070,F426
1030241480,1030241480,013154,F427
3111050130,2111050130,109013,F428
4140940280,3140940280,094028,F429
3120690370,2120690370,057039,F430
4180220770,3180220770,079080,F432
4130230510,3130230510,069051,F433
3090360150,2090360150,053016,F437
3100580290,2100580290,054029,F456
3110440270,2110440270,043027,F460
3110590310,2110590310,041031,F467
3120700590,2120700590,058060,F477
1030260570,1030260570,019058,F434
2050900630,1050900630,024063,F486
4150510470,3150510470,063047,F488
3111050160,2111050160,109016,F517
3110590350,2110590350,041035,F524
1030151030,1030151030,017111,F532
1030980520,1030980520,097052,F561
3110590380,2110590380,041038,F589
3120700630,2120700630,058064,F590
3111050210,2111050210,109021,F599
3110030290,2110030290,042029,F600
3120910360,2120910360,056037,F603
3120400150,2120400150,059015,F616
4150720750,3150720750,065075,F618
3120330440,2120330440,060044,F620
3120690410,2120690410,057043,F619
3110440310,2110440310,043031,F621
3110440320,2110440320,043032,F622
3111050230,2111050230,109023,F626
2080130420,1080130420,037042,F627
3090050250,2090050250,051025,F628
3110030300,2110030300,042030,F634
4160310310,3160310310,071033,F631
3100580320,2100580320,054032,F629
3111050240,2111050240,109024,F653
3111050250,2111050250,109025,F664
3111050260,2111050260,109026,F665
1030570920,1030570920,018095,F440
4130600230,3130600230,068023,F441
4180670530,3180670530,080053,D746
4130230511,3130230511,069009,B268
2050900600,1050900600,024060,F442
2050840450,1050840450,026046,F443
1070340380,1070340380,010038,F445
3120690380,2120690380,057040,F446
3110590300,2110590300,041030,F450
4150080520,3150080520,064052,F448
1030570930,1030570930,018096,F449
3090430210,2090430210,046021,F452
3110030260,2110030260,042026,F453
3110440260,2110440260,043026,F454
1010021021,1010021021,006105,F455
3100800170,2100800170,055017,F457
3090620190,2090620190,050019,F458
3090630110,2090630110,047011,A561
2050890490,1050890490,023049,F461
3100800180,2100800180,055018,F462
2080680270,1080680270,035027,F463
2050900610,1050900610,024061,F464
2050900620,1050900620,024062,F465
1010021030,1010021030,006106,F469
1010070750,1010070750,005075,F468
2080560230,1080560230,034023,F473
4140190420,3140190420,070042,F475
2081010072,1081010072,099030,F478
4150720710,3150720710,065071,F479
4150720720,3150720720,065072,F480
4150720730,3150720730,065073,F481
3110440280,2110440280,043028,F482
1011020460,1011020460,103046,F483
2080500240,1080500240,036024,F484
3110060340,2110060340,044034,F487
5190180110,4190180110,085011,F489
4150080530,3150080530,064053,F491
3100580300,2100580300,054030,F492
3111050140,2111050140,109014,F493
4150110410,3150110410,062042,F494
4140190430,3140190430,070043,F495
3110440290,2110440290,043029,F496
3110590340,2110590340,041034,F497
4130230520,3130230520,069052,F498
3120910350,2120910350,056036,F499
4130790260,3130790260,067027,F500
2081010080,1081010080,099008,F502
3110060360,2110060360,044036,F501
2080500250,1080500250,036025,F503
3120700600,2120700600,058061,F504
4150720740,3150720740,065074,F507
2050890500,1050890500,023050,F508
4150080540,3150080540,064054,F506
3111050150,2111050150,109015,F509
3100800190,2100800190,055019,F510
4150080550,3150080550,064055,F511
4150080560,3150080560,064056,F512
3100800200,2100800200,055020,F513
2050900640,1050900640,024064,F514
2050900650,1050900650,024065,F515
3110060380,2110060380,044038,F516
1010021040,1010021040,006107,F518
4180250830,3180250830,078082,F519
3111050170,2111050170,109017,F520
3111050180,2111050180,109018,F522
2081010090,1081010090,099009,F523
1030860870,1030860870,012103,F526
1010070760,1010070760,005076,F527
1070370340,1070370340,008037,F528
2050540570,1050540570,028057,F529
4160780160,3160780160,073016,F531
3110590360,2110590360,041036,F533
3120700610,2120700610,058062,F534
4130230530,3130230530,069053,F535
3100800210,2100800210,055021,F543
3111050190,2111050190,109019,F536
4160310300,3160310300,071032,F538
3100580310,2100580310,054031,F540
5200730400,4200730400,090040,F542
3120690390,2120690390,057041,F541
5190550480,4190550480,082050,F544
3120700620,2120700620,058063,F545
4150080570,3150080570,064057,F546
1030121311,1030121311,016139,F547
4140190440,3140190440,070044,F548
3111050200,2111050200,109020,F549
1010271370,1010271370,004137,F550
3090300280,2090300280,048028,F551
3110440300,2110440300,043030,F552
5190550490,4190550490,082051,F553
1010070770,1010070770,005077,F556
1010271380,1010271380,004138,F558
4150080580,3150080580,064058,F559
3110030270,2110030270,042027,F560
1010021050,1010021050,006108,F562
4160780170,3160780170,073017,F563
1030241490,1030241490,013155,F564
3090050230,2090050230,051023,F565
4150080590,3150080590,064059,F566
4170640500,3170640500,076051,F568
4140190450,3140190450,070045,F569
3110060440,2110060440,044044,F570
3091000030,2091000030,100003,F572
4170640510,3170640510,076052,F573
2060850610,1060850610,030061,F574
4140190460,3140190460,070046,F576
3120690400,2120690400,057042,F579
4140940290,3140940290,094029,F580
4130230540,3130230540,069054,F578
4130230550,3130230550,069055,F582
4180220780,3180220780,079081,F586
4160780180,3160780180,073018,F587
3110060450,2110060450,044045,F591
3090750150,2090750150,052015,F592
3090050240,2090050240,051024,F594
4130380560,3130380560,066056,F595
2060930270,1060930270,093027,F596
2080130410,1080130410,037041,F597
3090750160,2090750160,052016,F598
4140940300,3140940300,094030,F601
3090750170,2090750170,052017,F605
4160410470,3160410470,075048,F604
3120910370,2120910370,056038,F606
1070390190,1070390190,011019,F609
5190650070,4190650070,088007,F610
4181030230,3181030230,102023,F607
1010271390,1010271390,004139,F608
3120700640,2120700640,058065,F611
3090360151,2090360151,053027,F612
3111050220,2111050220,109022,F614
4160410480,3160410480,075049,F623
4150720760,3150720760,065076,F625
4150110420,3150110420,062043,F636
4170470170,3170470170,077017,F637
1030570940,1030570940,018097,F638
1011020470,1011020470,103047,F639
3090620200,2090620200,050020,F640
2081010101,1081010101,099029,M368
2080500260,1080500260,036026,F642
1030570950,1030570950,018098,F644
4130600240,3130600240,068024,F646
3090300300,2090300300,048030,F648
1010811600,1010811600,001162,F651
1010271400,1010271400,004140,F654
5190010250,4190010250,084025,F655
3090050260,2090050260,051026,F656
1030980530,1030980530,097053,F657
4150080600,3150080600,064060,F660
3090620210,2090620210,050021,F661
2050900660,1050900660,024066,F662
1010271410,1010271410,004141,F666
5200730410,4200730410,090041,F667
2080320270,1080320270,040028,F668
1030151040,1030151040,017112,F672
2080610270,1080610270,033027,F671
1030570960,1030570960,018099,F670
1030980540,1030980540,097054,F674
2050900670,1050900670,024067,F675
1010271420,1010271420,004142,F669
1030151050,1030151050,017113,F471
3090750180,2090750180,052018,F676
3090360160,2090360160,053017,F677
1010070781,1010070781,005121,M302
3090460110,2090460110,045011,F679
1030151051,1030151051,017114,F680
1020040420,1020040420,007043,F367
1030260580,1030260580,019059,F681
1070340390,1070340390,010039,F682
3100580330,2100580330,054033,F685
3120690420,2120690420,057044,F687
3090620220,2090620220,050022,F686
1030241510,1030241510,013157,F688
4130790270,3130790270,067028,F690
4140190470,3140190470,070047,F689
3120700650,2120700650,058066,F692
4150080605,3150080605,064121,M330
2050900680,1050900680,024068,F696
3111050270,2111050270,109027,F697
5200950296,4200950296,095085,F698
1030570970,1030570970,018100,F701
1030860880,1030860880,012104,F703
1031040330,1031040330,108033,F704
1030450360,1030450360,020036,F705
2080130440,1080130440,037044,F706
4180250840,3180250840,078083,F708
1010021060,1010021060,006109,F707
1010070792,1010070792,005122,M434
2060350111,1060350111,031013,F710
1030860890,1030860890,012105,F711
1030770450,1030770450,014045,F712
1010021070,1010021070,006110,F713
4160410490,3160410490,075050,F716
2081010110,1081010110,099011,F715
4150110430,3150110430,062044,F717
2080130450,1080130450,037045,F718
1030121330,1030121330,016140,F720
5200730420,4200730420,090042,F721
3111050280,2111050280,109028,F722
1010271430,1010271430,004143,F723
2080610280,1080610280,033028,F724
2050840460,1050840460,026047,F725
1020040430,1020040430,007044,F726
5200950300,4200950300,095030,F727
2040831160,1040831160,022123,F728
2050840470,1050840470,026048,F729
3120700660,2120700660,058067,F730
4150720770,3150720770,065077,F731
1030491490,1030491490,015150,D033
4130380570,3130380570,066057,F732
1010811610,1010811610,001163,F733
3120700670,2120700670,058068,F734
4180250850,3180250850,078084,F735
1030860900,1030860900,012106,F736
1010021080,1010021080,006111,F737
1030121340,1030121340,016141,F738
1030570980,1030570980,018101,F739
3120330450,2120330450,060045,F740
1010271440,1010271440,004144,F743
4150080630,3150080630,064063,F744
3110030310,2110030310,042031,F745
4130790280,3130790280,067029,F747
3120690430,2120690430,057045,F746
4140190480,3140190480,070048,F748
3110440330,2110440330,043033,F749
2060930280,1060930280,093028,F750
1010021090,1010021090,006112,F751
1030570990,1030570990,018102,F754
2060850620,1060850620,030062,F756
1030980550,1030980550,097055,F758
2060850630,1060850630,030063,F760
1030260590,1030260590,019060,F761
4150080631,3150080631,064064,F762
4130790290,3130790290,067030,F764
4130600250,3130600250,068025,F765
2040140510,1040140510,021054,F766
2060350112,1060350112,031014,F767
1030260600,1030260600,019061,F771
5190480570,4190480570,083058,F772
5190480580,4190480580,083059,F773
1010880810,1010880810,002082,F774
2050840480,1050840480,026049,F770
4160310320,3160310320,071034,F777
4180670540,3180670540,080054,F779
5190210290,4190210290,087030,F781
4180220800,3180220800,079083,F780
1030491500,1030491500,015151,F783
4180250860,3180250860,078085,F775
1010960370,1010960370,096037,F776
1030450370,1030450370,020037,B012
4160780190,3160780190,073019,F784
4130230560,3130230560,069056,F785
1030121350,1030121350,016142,F786
1030241521,1030241521,013159,F788
2050890510,1050890510,023051,F789
1030121360,1030121360,016143,F791
3110440340,2110440340,043034,F793
2060920030,1060920030,032003,F795
1031040340,1031040340,108034,F797
4150080640,3150080640,064065,F798
4150510480,3150510480,063048,F799
1030990410,1030990410,098041,F801
3090460120,2090460120,045012,F802
1030151060,1030151060,017115,F806
5201110420,4201110420,111042,F808
1010271450,1010271450,004145,F809
1010271460,1010271460,004146,F811
1070740400,1070740400,009040,F813
1010021100,1010021100,006113,F814
3090750190,2090750190,052019,F815
4160410500,3160410500,075051,F816
4170640520,3170640520,076053,F817
5200730430,4200730430,090043,F818
1030151070,1030151070,017116,F820
5201110430,4201110430,111043,F822
2050870250,1050870250,027025,F826
1030241530,1030241530,013160,F828
2050900700,1050900700,024070,F829
5190180120,4190180120,085012,F830
2060850640,1060850640,030064,F832
1010960380,1010960380,096038,F833
2040831161,1040831161,022124,F835
2040140520,1040140520,021055,F836
2050900710,1050900710,024071,F838
4150510490,3150510490,063049,F839
5200950310,4200950310,095031,F840
5201110440,4201110440,111044,F841
4160410510,3160410510,075052,F842
4181030240,3181030240,102024,F843
3100800220,2100800220,055022,F844
5190010260,4190010260,084026,F845
1010271470,1010271470,004147,F846
1070740410,1070740410,009041,F847
5190480590,4190480590,083060,F848
2040140530,1040140530,021056,F849
1030151080,1030151080,017117,F851
4130380580,3130380580,066058,F852
2040140540,1040140540,021057,F856
3120700680,2120700680,058069,F857
1070340400,1070340400,010040,F858
1010520970,1010520970,003103,F859
2050890520,1050890520,023052,F861
1070340410,1070340410,010041,F862
1010271480,1010271480,004148,F863
1030121370,1030121370,016144,F864
3120700690,2120700690,058070,F865
4170640530,3170640530,076054,F866
5200950320,4200950320,095032,F867
3120910380,2120910380,056039,F868
4130790300,3130790300,067031,F870
3120700700,2120700700,058071,F871
2050840490,1050840490,026050,F872
1030491530,1030491530,015154,F874
3120690440,2120690440,057046,F876
1030241540,1030241540,013161,F877
1010960390,1010960390,096039,F878
3120700710,2120700710,058072,F880
4160410520,3160410520,075053,F881
2080560240,1080560240,034024,F882
1010271490,1010271490,004149,F883
1030151090,1030151090,017118,F884
1010520980,1010520980,003104,F886
1030980560,1030980560,097056,F887
1010811620,1010811620,001164,F889
5190210300,4190210300,087031,F890
1030571000,1030571000,018103,F891
5190280120,4190280120,086012,F892
4181030250,3181030250,102025,F893
1010271500,1010271500,004150,F894
1010271510,1010271510,004151,F895
2060850650,1060850650,030065,F898
5190180130,4190180130,085013,F899
5190280130,4190280130,086013,F900
5190480600,4190480600,083061,F901
1010070800,1010070800,005080,F902
2050870260,1050870260,027026,F904
1010811630,1010811630,001165,F906
4180250870,3180250870,078086,F907
4130600260,3130600260,068026,F908
4150720780,3150720780,065078,F912
4150720790,3150720790,065079,F913
4180220840,3180220840,079087,F910
3100580340,2100580340,054034,F911
2080560250,1080560250,034025,F914
4160090310,3160090310,072031,F915
4160410530,3160410530,075054,F916
4170640540,3170640540,076055,F917
2050890530,1050890530,023053,F918
2040831181,1040831181,022127,F920
2050890540,1050890540,023054,F921
2050900720,1050900720,024072,F922
4160090320,3160090320,072032,F923
4150510500,3150510500,063050,F924
1010811640,1010811640,001166,F925
1070740420,1070740420,009042,F926
1010811641,1010811641,001167,F927
2040831190,1040831190,022128,F929
2080500270,1080500270,036027,F930
1010811650,1010811650,001168,F931
1011020480,1011020480,103048,F932
5200530480,4200530480,091050,F933
5200950330,4200950330,095033,F934
3100580350,2100580350,054035,F935
3120400160,2120400160,059016,F937
1030491540,1030491540,015155,F939
4130790310,3130790310,067032,F942
5190760130,4190760130,089013,F943
2040140550,1040140550,021058,F949
1031040350,1031040350,108035,F944
2040140560,1040140560,021059,F950
4170470180,3170470180,077018,A942
2081010115,1081010115,099023,F137
