comune,ref,numero_comuni,comuni_capoluogo,comuni_sup_15000,comuni_inf_15000,comuni_rinnovo_motivi_diversi,comuni_sciolti_rinnovo,popolazione_2021,sezioni_2023,elettori_2023,CODICE ISTAT
DOMICELLA,52_table_02,1.0,,,inf,,,1838,2,1509,064031
GROTTOLELLA,52_table_02,1.0,,,inf,,,1816,3,1528,064039
MELITO IRPINO,52_table_02,1.0,,,inf,,,1797,2,1504,064048
MERCOGLIANO,52_table_02,1.0,,,inf,,,11635,11,10030,064049
MIRABELLA ECLANO,52_table_02,1.0,,,inf,,,6732,8,7073,064050
MONTECALVO IRPINO,52_table_02,1.0,,,inf,,,3380,4,4357,064052
MONTEFUSCO,52_table_02,1.0,,,inf,,,1212,2,1527,064056
MONTELLA,52_table_02,1.0,,,inf,,,7367,7,9163,064057
MONTORO,52_table_02,1.0,,SUP,,,,19396,18,18050,064121
MORRA DE SANCTIS,52_table_02,1.0,,,inf,,,1133,2,1995,064063
MOSCHIANO,52_table_02,1.0,,,inf,,#,1553,2,2041,064064
PAROLISE,52_table_02,1.0,,,inf,,,638,1,862,064069
PATERNOPOLI,52_table_02,1.0,,,inf,,,2158,3,2358,064070
SALZA IRPINA,52_table_02,1.0,,,inf,,,723,1,798,064081
SAN MICHELE DI SERINO,52_table_02,1.0,,,inf,,,2435,2,2533,064084
SAN NICOLA BARONIA,52_table_02,1.0,,,inf,,,757,1,1031,064085
SAN SOSSIO BARONIA,52_table_02,1.0,,,inf,,,1523,2,2125,064087
SANT'ANDREA DI CONZA,52_table_02,1.0,,,inf,,,1368,3,1135,064089
SANTA LUCIA DI SERINO,52_table_02,1.0,,,inf,,,1405,2,1738,064088
SANTA PAOLINA,52_table_02,1.0,,,inf,,,1175,2,1723,064093
SAVIGNANO IRPINO,52_table_02,1.0,,,inf,,,1026,2,1247,064096
TAURANO,52_table_02,1.0,,,inf,,,1486,2,1587,064106
TAURASI,52_table_02,1.0,,,inf,,,2191,3,1826,064107
TORRIONI,52_table_02,1.0,,,inf,,,456,1,718,064111
TREVICO,52_table_02,1.0,,,inf,,,867,2,1189,064112
TUFO,52_table_02,1.0,,,inf,,,795,2,1159,064113
VALLESACCARDA,52_table_02,1.0,,,inf,,,1250,2,1631,064115
VENTICANO,52_table_02,1.0,,,inf,,,2289,3,2165,064116
VILLANOVA DEL BATTISTA,52_table_02,1.0,,,inf,,,1478,3,1979,064118
ZUNGOLI,52_table_02,1.0,,,inf,,,976,2,1663,064120
AMOROSI,52_table_03,1.0,,,inf,,,2641,3,2666,062002
APICE,52_table_03,1.0,,,inf,,,5349,5,5264,062003
BASELICE,52_table_03,1.0,,,inf,,,2121,3,3152,062007
BONEA,52_table_03,1.0,,,inf,*,,1383,2,1305,062009
CASALDUNI,52_table_03,1.0,,,inf,,,1238,3,1016,062015
CAUTANO,52_table_03,1.0,,,inf,,,1950,2,1691,062021
CIRCELLO,52_table_03,1.0,,,inf,,,2183,3,3025,062024
COLLE SANNITA,52_table_03,1.0,,,inf,,,2209,4,4154,062025
CUSANO MUTRI,52_table_03,1.0,,,inf,,,3822,6,4803,062026
DURAZZANO,52_table_03,1.0,,,inf,,,2132,2,2259,062028
FAICCHIO,52_table_03,1.0,,,inf,,,3370,5,3449,062029
FORCHIA,52_table_03,1.0,,,inf,,,1200,1,1110,062032
FRAGNETO MONFORTE,52_table_03,1.0,,,inf,,,1689,2,1420,062034
MELIZZANO,52_table_03,1.0,,,inf,,,1712,3,1818,062039
MOIANO,52_table_03,1.0,,,inf,,,4052,4,3552,062040
MONTEFALCONE DI VAL FORTORE,52_table_03,1.0,,,inf,,,1335,2,1792,062042
PANNARANO,52_table_03,1.0,,,inf,,,1989,2,1883,062047
PAOLISI,52_table_03,1.0,,,inf,,,2007,2,2141,062048
PAUPISI,52_table_03,1.0,,,inf,,,1432,2,1332,062049
PIETRAROJA,52_table_03,1.0,,,inf,,,512,1,827,062051
PUGLIANELLO,52_table_03,1.0,,,inf,,,1304,2,1136,062055
SAN GIORGIO DEL SANNIO,52_table_03,1.0,,,inf,*,,9815,10,9099,062058
SAN LORENZELLO,52_table_03,1.0,,,inf,,,2125,3,2165,062061
SANT'ARCANGELO TRIMONTE,52_table_03,1.0,,,inf,,,480,1,478,062078
TOCCO CAUDIO,52_table_03,1.0,,,inf,,,1440,2,1506,062075
TORRECUSO,52_table_03,1.0,,,inf,,#,3260,4,3038,062076
AILANO,53_table_02,1.0,,,inf,,,1225,2,1203,061001
AVERSA,53_table_02,1.0,,SUP,,,#,50194,51,40226,061005
CAIANELLO,53_table_02,1.0,,,inf,,,1761,3,1669,061008
CAPODRISE,53_table_02,1.0,,,inf,*,,10065,7,8160,061013
CARINARO,53_table_02,1.0,,,inf,,#,7121,6,5648,061016
CASAL DI PRINCIPE,53_table_02,1.0,,SUP,,,,21244,16,17006,061019
CASAPESENNA,53_table_02,1.0,,,inf,,,6869,6,5421,061103
CASAPULLA,53_table_02,1.0,,,inf,,,8374,8,6610,061021
CASTEL DI SASSO,53_table_02,1.0,,,inf,,,1076,3,1041,061024
CASTEL VOLTURNO,53_table_02,1.0,,SUP,,,,27804,19,21036,061027
CIORLANO,53_table_02,1.0,,,inf,,,372,1,422,061030
CONCA DELLA CAMPANIA,53_table_02,1.0,,,inf,,,1165,2,1304,061031
CURTI,53_table_02,1.0,,,inf,,,6698,7,5884,061032
FONTEGRECA,53_table_02,1.0,,,inf,,,760,1,770,061034
FORMICOLA,53_table_02,1.0,,,inf,,,1405,2,1411,061035
FRANCOLISE,53_table_02,1.0,,,inf,,,4623,6,3887,061036
GIOIA SANNITICA,53_table_02,1.0,,,inf,,,3357,5,3736,061041
GRICIGNANO DI AVERSA,53_table_02,1.0,,,inf,,,12628,10,9621,061043
MACERATA CAMPANIA,53_table_02,1.0,,,inf,*,,10048,9,8582,061047
MARZANO APPIO,53_table_02,1.0,,,inf,,,2013,3,2166,061050
PIANA DI MONTE VERNA,53_table_02,1.0,,,inf,,,2095,3,2135,061056
PIETRAVAIRANO,53_table_02,1.0,,,inf,,,2833,4,2564,061059
PRATA SANNITA,53_table_02,1.0,,,inf,,,1394,2,1640,061063
PRATELLA,53_table_02,1.0,,,inf,,,1457,3,1441,061064
ROCCA D'EVANDRO,53_table_02,1.0,,,inf,,,3042,5,3465,061069
ROCCAROMANA,53_table_02,1.0,,,inf,,,839,3,921,061071
ROCCHETTA E CROCE,53_table_02,1.0,,,inf,,,451,2,440,061072
SANTA MARIA LA FOSSA,53_table_02,1.0,,,inf,,,2559,3,2210,061084
TEVEROLA,53_table_02,1.0,,,inf,,#,14651,12,11842,061092
TORA E PICCILLI,53_table_02,1.0,,,inf,*,,792,2,823,061093
VALLE AGRICOLA,53_table_02,1.0,,,inf,,,766,2,1313,061096
ANACAPRI,53_table_03,1.0,,,inf,,,6882,7,6567,063004
BACOLI,53_table_03,1.0,,SUP,,,,25410,26,22793,063006
CAPRI,53_table_03,1.0,,,inf,,,6827,7,6825,063014
CARBONARA DI NOLA,53_table_03,1.0,,,inf,,,2482,2,1988,063015
CASANDRINO,53_table_03,1.0,,,inf,*,,13363,12,9876,063020
CASOLA DI NAPOLI,53_table_03,1.0,,,inf,,,3663,3,2910,063022
CASORIA,53_table_03,1.0,,SUP,,,,74394,72,62184,063023
CASTELLAMMARE DI STABIA,53_table_03,1.0,,SUP,,**,,63330,65,53760,063024
COMIZIANO,53_table_03,1.0,,,inf,,#,1698,3,1620,063029
CRISPANO,53_table_03,1.0,,,inf,,,11884,13,9864,063030
GRUMO NEVANO,53_table_03,1.0,,SUP,,*,,17203,15,13993,063036
LIVERI,53_table_03,1.0,,,inf,,,1504,2,1381,063040
META,53_table_03,1.0,,,inf,,,7862,7,6871,063046
MONTE DI PROCIDA,53_table_03,1.0,,,inf,*,,11929,13,12253,063047
ROCCARAINOLA,53_table_03,1.0,,,inf,,,6623,7,5502,063065
SAN GIUSEPPE VESUVIANO,53_table_03,1.0,,SUP,,**,,30045,28,22050,063068
SANT'ANTIMO,53_table_03,1.0,,SUP,,*,,32576,30,26483,063073
SANT'ANTONIO ABATE,53_table_03,1.0,,SUP,,,,19169,15,15391,063074
SANTA MARIA LA CARITA',53_table_03,1.0,,,inf,,,11689,9,9459,063090
STRIANO,53_table_03,1.0,,,inf,,,8709,7,7182,063081
TORRE ANNUNZIATA,53_table_03,1.0,,SUP,,**,,40523,52,34157,063083
TRECASE,53_table_03,1.0,,,inf,,,8594,10,7411,063091
ASCEA,53_table_04,1.0,,,inf,,,5808,9,5904,065009
ATRANI,53_table_04,1.0,,,inf,,,802,1,734,065011
AULETTA,53_table_04,1.0,,,inf,,,2150,2,2780,065012
BARONISSI,53_table_04,1.0,,SUP,,,,16798,17,14991,065013
BELLIZZI,53_table_04,1.0,,,inf,,,13295,10,10912,065158
BELLOSGUARDO,53_table_04,1.0,,,inf,,,705,1,566,065015
CAGGIANO,53_table_04,1.0,,,inf,,,2548,3,2078,065019
CAMPORA,53_table_04,1.0,,,inf,,,325,1,610,065023
CAPACCIO PAESTUM,53_table_04,1.0,,SUP,,,,22331,20,18394,065025
CASALBUONO,53_table_04,1.0,,,inf,,,1065,2,883,065026
CASALETTO SPARTANO,53_table_04,1.0,,,inf,,,1303,3,1928,065027
CASELLE IN PITTARI,53_table_04,1.0,,,inf,,,1864,2,1606,065029
CASTELNUOVO CILENTO,53_table_04,1.0,,,inf,,,2802,4,2636,065032
CASTELNUOVO DI CONZA,53_table_04,1.0,,,inf,,,595,2,3258,065033
CASTIGLIONE DEL GENOVESI,53_table_04,1.0,,,inf,,,1310,2,1111,065036
CUCCARO VETERE,53_table_04,1.0,,,inf,,,538,1,456,065049
FELITTO,54_table_01,1.0,,,inf,,,1163,2,1586,065051
FURORE,54_table_01,1.0,,,inf,,,700,1,669,065053
FUTANI,54_table_01,1.0,,,inf,,,1100,3,1557,065054
GIOI,54_table_01,1.0,,,inf,,,1127,2,946,065057
LAUREANA CILENTO,54_table_01,1.0,,,inf,,,1225,2,1362,065060
MINORI,54_table_01,1.0,,,inf,,,2596,3,2802,065068
MONTANO ANTILIA,54_table_01,1.0,,,inf,,,1731,3,2080,065070
MONTECORVINO PUGLIANO,54_table_01,1.0,,,inf,,,11108,10,9163,065072
MORIGERATI,54_table_01,1.0,,,inf,,,610,2,1598,065077
NOCERA SUPERIORE,54_table_01,1.0,,SUP,,,,23842,20,20275,065079
OLIVETO CITRA,54_table_01,1.0,,,inf,,,3650,4,3611,065083
OMIGNANO,54_table_01,1.0,,,inf,,,1632,2,1305,065084
OTTATI,54_table_01,1.0,,,inf,,,631,1,503,065086
PERDIFUMO,54_table_01,1.0,,,inf,*,,1758,3,2057,065091
RICIGLIANO,54_table_01,1.0,,,inf,,,1073,1,1078,065105
ROFRANO,54_table_01,1.0,,,inf,,,1293,3,2420,065109
SALA CONSILINA,54_table_01,1.0,,,inf,,,12258,13,12352,065114
SALENTO,54_table_01,1.0,,,inf,,,1802,3,1900,065115
SALVITELLE,54_table_01,1.0,,,inf,,,496,1,513,065117
SAN CIPRIANO PICENTINO,54_table_01,1.0,,,inf,,,6516,7,5789,065118
SAN MARZANO SUL SARNO,54_table_01,1.0,,,inf,*,,10325,9,7840,065122
SAN MAURO CILENTO,54_table_01,1.0,,,inf,,,863,2,873,065123
SAN PIETRO AL TANAGRO,54_table_01,1.0,,,inf,,,1659,2,1311,065125
SAN RUFO,54_table_01,1.0,,,inf,,,1637,2,2166,065126
SARNO,54_table_01,1.0,,SUP,,,#,30652,34,26616,065135
TORCHIARA,54_table_01,1.0,,,inf,,,1824,2,1522,065147
TORRACA,54_table_01,1.0,,,inf,,,1185,1,1390,065148
TORRE ORSAIA,54_table_01,1.0,,,inf,,,1982,3,2907,065149
TRAMONTI,54_table_01,1.0,,,inf,,,4092,5,3773,065151
VALLE DELL'ANGELO,54_table_01,1.0,,,inf,,,220,1,392,065153
VIETRI SUL MARE,54_table_01,1.0,,,inf,,,7318,10,6796,065157
BARI,55_table_02,1.0,CAP,SUP,,,,315948,345,276242,072006
BINETTO,55_table_02,1.0,,,inf,,,2138,2,1864,072008
BITRITTO,55_table_02,1.0,,,inf,,,11287,11,10643,072012
CELLAMARE,55_table_02,1.0,,,inf,,,5798,6,5060,072018
GIOIA DEL COLLE,55_table_02,1.0,,SUP,,,,26731,25,23518,072021
PUTIGNANO,55_table_02,1.0,,SUP,,,,26087,25,24216,072036
RUTIGLIANO,55_table_02,1.0,,SUP,,,,18262,19,15765,072037
SANTERAMO IN COLLE,55_table_02,1.0,,SUP,,*,,25870,23,23834,072041
TURI,55_table_02,1.0,,,inf,,,12928,13,12419,072047
TRINITAPOLI,55_table_03,1.0,,,inf,**,,13970,14,11159,110010
ERCHIE,55_table_04,1.0,,,inf,*,,8286,9,8030,074006
MESAGNE,55_table_04,1.0,,SUP,,,,26114,27,25153,074010
VILLA CASTELLI,55_table_04,1.0,,,inf,,,9079,7,8062,074020
APRICENA,55_table_05,1.0,,,inf,,,12617,15,11938,071004
BICCARI,55_table_05,1.0,,,inf,,,2640,3,2685,071006
CARLANTINO,55_table_05,1.0,,,inf,,,826,2,1308,071011
CASTELNUOVO DELLA DAUNIA,55_table_05,1.0,,,inf,,,1292,2,1068,071017
CELLE DI SAN VITO,55_table_05,1.0,,,inf,,,147,1,275,071019
DELICETO,55_table_05,1.0,,,inf,,,3563,5,3583,071022
ISOLE TREMITI,55_table_05,1.0,,,inf,*,,464,2,467,071026
MANFREDONIA,55_table_05,1.0,,SUP,,*,,54342,59,48225,071029
POGGIO IMPERIALE,55_table_05,1.0,,,inf,,,2511,3,2245,071040
SAN GIOVANNI ROTONDO,55_table_05,1.0,,SUP,,,,26382,26,24077,071046
SAN SEVERO,55_table_05,1.0,,SUP,,,,49843,56,44054,071051
STORNARELLA,55_table_05,1.0,,,inf,,,5228,4,4101,071055
TORREMAGGIORE,55_table_05,1.0,,SUP,,,,16567,17,13923,071056
TROIA,55_table_05,1.0,,,inf,,,6771,7,5952,071058
VOLTURARA APPULA,55_table_05,1.0,,,inf,,,391,1,859,071061
VOLTURINO,55_table_05,1.0,,,inf,,,1554,2,1506,071062
ANDRANO,55_table_06,1.0,,,inf,,,4609,5,4180,075005
BAGNOLO DEL SALENTO,55_table_06,1.0,,,inf,,,1767,2,1783,075008
BOTRUGNO,55_table_06,1.0,,,inf,,,2613,3,2844,075009
CAMPI SALENTINA,55_table_06,1.0,,,inf,,,9885,10,8950,075011
CARPIGNANO SALENTINO,55_table_06,1.0,,,inf,,,3678,5,3573,075015
CASTRI DI LECCE,55_table_06,1.0,,,inf,,,2789,3,2373,075017
COPERTINO,55_table_06,1.0,,SUP,,,,23159,26,21402,075022
CORSANO,55_table_06,1.0,,,inf,,,5199,5,4920,075024
CURSI,55_table_06,1.0,,,inf,,,3891,4,3686,075025
GIUGGIANELLO,55_table_06,1.0,,,inf,,,1141,1,960,075032
LECCE,55_table_06,1.0,CAP,SUP,,,,94783,102,78042,075035
LEQUILE,55_table_06,1.0,,,inf,,,8688,7,7289,075036
MARTIGNANO,55_table_06,1.0,,,inf,,,1586,2,1444,075041
MIGGIANO,55_table_06,1.0,,,inf,,,3296,3,3146,075046
MINERVINO DI LECCE,55_table_06,1.0,,,inf,,,3500,4,3511,075047
MORCIANO DI LEUCA,55_table_06,1.0,,,inf,,,3049,4,2663,075050
MURO LECCESE,55_table_06,1.0,,,inf,,,4765,5,4561,075051
NEVIANO,55_table_06,1.0,,,inf,***,,4954,5,5211,075053
NOVOLI,55_table_06,1.0,,,inf,,,7639,7,6968,075055
PALMARIGGI,55_table_06,1.0,,,inf,,,1403,2,1373,075058
PARABITA,55_table_06,1.0,,,inf,,,8741,10,9120,075059
SECLI',55_table_06,1.0,,,inf,,,1820,2,1850,075074
SOLETO,55_table_06,1.0,,,inf,,,5236,5,4672,075076
STERNATIA,55_table_06,1.0,,,inf,,,2179,3,1909,075080
SUPERSANO,55_table_06,1.0,,,inf,,,4181,4,4050,075081
SURANO,55_table_06,1.0,,,inf,,,1542,2,1598,075082
TIGGIANO,55_table_06,1.0,,,inf,,,2753,3,2602,075086
TUGLIE,55_table_06,1.0,,,inf,,,5067,6,5926,075089
ZOLLINO,55_table_06,1.0,,,inf,,,1892,2,1888,075094
CAROSINO,56_table_02,1.0,,,inf,,,6663,6,5598,073002
FAGGIANO,56_table_02,1.0,,,inf,,,3423,4,2945,073005
MARUGGIO,56_table_02,1.0,,,inf,,,5288,5,4799,073014
STATTE,56_table_02,1.0,,,inf,*,,13136,13,10916,073029
CALCIANO,57_table_02,1.0,,,inf,,,667,1,646,077004
CIRIGLIANO,57_table_02,1.0,,,inf,,,290,1,356,077005
GARAGUSO,57_table_02,1.0,,,inf,,,994,1,1036,077009
GORGOGLIONE,57_table_02,1.0,,,inf,,,870,2,680,077010
MIGLIONICO,57_table_02,1.0,,,inf,,,2350,3,2290,077015
NOVA SIRI,57_table_02,1.0,,,inf,,,6708,7,5699,077018
POMARICO,57_table_02,1.0,,,inf,,,3832,5,3802,077022
ROTONDELLA,57_table_02,1.0,,,inf,,,2448,3,2434,077023
SCANZANO JONICO,57_table_02,1.0,,,inf,*,,7525,7,5938,077031
VALSINNI,57_table_02,1.0,,,inf,,,1373,2,1446,077030
ANZI,57_table_03,1.0,,,inf,,,1553,3,1306,076004
ARMENTO,57_table_03,1.0,,,inf,,,579,1,661,076005
AVIGLIANO,57_table_03,1.0,,,inf,*,,10716,11,10038,076007
BANZI,57_table_03,1.0,,,inf,,,1195,2,1008,076009
BARILE,57_table_03,1.0,,,inf,,,2621,3,2105,076011
BRIENZA,57_table_03,1.0,,,inf,,,3855,4,4587,076013
BRINDISI MONTAGNA,57_table_03,1.0,,,inf,,,811,1,795,076014
CALVERA,57_table_03,1.0,,,inf,,,358,1,734,076016
CASTELLUCCIO INFERIORE,57_table_03,1.0,,,inf,*,,1947,3,2855,076022
CASTELLUCCIO SUPERIORE,57_table_03,1.0,,,inf,,,731,1,1026,076023
CASTELMEZZANO,57_table_03,1.0,,,inf,,,727,1,984,076024
CHIAROMONTE,57_table_03,1.0,,,inf,,,1765,2,1960,076028
GALLICCHIO,57_table_03,1.0,,,inf,,,813,1,818,076035
GUARDIA PERTICARA,57_table_03,1.0,,,inf,,,520,1,448,076038
LAURENZANA,57_table_03,1.0,,,inf,,,1625,2,1714,076041
MARATEA,57_table_03,1.0,,,inf,,,4817,7,6591,076044
MARSICOVETERE,57_table_03,1.0,,,inf,,,5556,6,5520,076046
MISSANELLO,57_table_03,1.0,,,inf,,,483,1,477,076049
MONTEMURRO,57_table_03,1.0,,,inf,,,1120,2,2553,076052
NEMOLI,57_table_03,1.0,,,inf,,,1404,3,1624,076054
NOEPOLI,57_table_03,1.0,,,inf,,#,766,2,1066,076055
PESCOPAGANO,57_table_03,1.0,,,inf,,,1702,3,3297,076058
PICERNO,57_table_03,1.0,,,inf,,,5664,7,6413,076059
PIETRAGALLA,57_table_03,1.0,,,inf,,,3863,5,4712,076060
POTENZA,57_table_03,1.0,CAP,SUP,,,,64850,77,56906,076063
RAPONE,57_table_03,1.0,,,inf,,,885,1,1258,076065
RIVELLO,57_table_03,1.0,,,inf,,,2542,4,3612,076068
ROCCANOVA,57_table_03,1.0,,,inf,,,1313,2,1371,076069
ROTONDA,57_table_03,1.0,,,inf,,,3225,5,3440,076070
SAN CHIRICO NUOVO,57_table_03,1.0,,,inf,,,1206,2,1435,076073
SAN FELE,57_table_03,1.0,,,inf,,,2655,7,4974,076076
SAN PAOLO ALBANESE,57_table_03,1.0,,,inf,,,220,1,277,076020
SAN SEVERINO LUCANO,57_table_03,1.0,,,inf,,,1404,3,2547,076078
SANT'ANGELO LE FRATTE,57_table_03,1.0,,,inf,,,1314,2,1599,076079
SATRIANO DI LUCANIA,57_table_03,1.0,,,inf,,,2249,3,3909,076083
SAVOIA DI LUCANIA,57_table_03,1.0,,,inf,,,1020,2,1332,076084
SPINOSO,57_table_03,1.0,,,inf,,,1355,2,1781,076086
TERRANOVA DI POLLINO,57_table_03,1.0,,,inf,,,1039,2,1321,076088
TITO,57_table_03,1.0,,,inf,,,7147,7,7719,076089
TRIVIGNO,57_table_03,1.0,,,inf,,,588,1,657,076093
VENOSA,57_table_03,1.0,,,inf,,,11035,16,11385,076095
VIGGIANO,57_table_03,1.0,,,inf,,,3284,4,4277,076098
ALBI,58_table_02,1.0,,,inf,,#,830,2,1004,079002
AMATO,58_table_02,1.0,,,inf,,,787,1,618,079004
CORTALE,58_table_02,1.0,,,inf,,,1889,3,2167,079034
FOSSATO SERRALTA,58_table_02,1.0,,,inf,,,574,1,576,079052
GAGLIATO,58_table_02,1.0,,,inf,,,440,1,611,079055
GIMIGLIANO,58_table_02,1.0,,,inf,,,3035,5,2840,079058
MARCEDUSA,58_table_02,1.0,,,inf,,,395,1,415,079071
MARCELLINARA,58_table_02,1.0,,,inf,,,2182,2,2026,079072
MIGLIERINA,58_table_02,1.0,,,inf,,,731,1,916,079077
MOTTA SANTA LUCIA,58_table_02,1.0,,,inf,,,789,1,796,079083
PENTONE,58_table_02,1.0,,,inf,,,1934,4,1847,079092
PIANOPOLI,58_table_02,1.0,,,inf,,,2539,3,2092,079096
SAN FLORO,58_table_02,1.0,,,inf,,,689,1,743,079108
SAN PIETRO A MAIDA,58_table_02,1.0,,,inf,,,3812,5,5193,079114
SELLIA,58_table_02,1.0,,,inf,,#,494,2,468,079126
SELLIA MARINA,58_table_02,1.0,,,inf,,,7579,6,6240,079127
SORBO SAN BASILE,58_table_02,1.0,,,inf,,#,773,1,860,079134
SQUILLACE,58_table_02,1.0,,,inf,,,3543,4,3580,079142
ZAGARISE,58_table_02,1.0,,,inf,,,1475,2,1201,079157
ACQUAFORMOSA,58_table_03,1.0,,,inf,,,1001,2,1318,078001
ACQUAPPESA,58_table_03,1.0,,,inf,,,1743,3,2622,078002
ALESSANDRIA DEL CARRETTO,58_table_03,1.0,,,inf,,,362,1,666,078007
ALTOMONTE,58_table_03,1.0,,,inf,,,4074,6,4769,078009
AMENDOLARA,58_table_03,1.0,,,inf,*,,2760,3,3244,078011
APRIGLIANO,58_table_03,1.0,,,inf,,,2384,5,2742,078012
BIANCHI,58_table_03,1.0,,,inf,,,1210,2,1147,078016
BOCCHIGLIERO,58_table_03,1.0,,,inf,,,1091,3,2322,078018
BUONVICINO,58_table_03,1.0,,,inf,,,2048,4,2388,078020
CALOVETO,58_table_03,1.0,,,inf,,,1131,2,1633,078022
CASTIGLIONE COSENTINO,58_table_03,1.0,,,inf,,,2652,4,2421,078030
CERCHIARA DI CALABRIA,58_table_03,1.0,,,inf,,,2184,3,2285,078036
CERVICATI,58_table_03,1.0,,,inf,,,786,1,673,078038
CIVITA,58_table_03,1.0,,,inf,,,822,2,1344,078041
COLOSIMI,58_table_03,1.0,,,inf,,,1158,2,1164,078043
CORIGLIANO-ROSSANO,58_table_03,1.0,,SUP,,,,74173,79,71041,078157
CROPALATI,58_table_03,1.0,,,inf,,,1017,2,1521,078046
CROSIA,58_table_03,1.0,,,inf,,,9630,10,9340,078047
DIAMANTE,58_table_03,1.0,,,inf,,,5084,6,5099,078048
DOMANICO,58_table_03,1.0,,,inf,,,904,1,1248,078050
FIGLINE VEGLIATURO,58_table_03,1.0,,,inf,,,1113,1,904,078053
FIRMO,58_table_03,1.0,,,inf,,,1880,3,2340,078054
FIUMEFREDDO BRUZIO,58_table_03,1.0,,,inf,,,2799,6,4468,078055
FRASCINETO,58_table_03,1.0,,,inf,,,1927,3,3062,078057
GRIMALDI,58_table_03,1.0,,,inf,,,1536,2,1961,078059
LAINO BORGO,58_table_03,1.0,,,inf,,,1737,4,1978,078063
LAINO CASTELLO,58_table_03,1.0,,,inf,,,789,2,1052,078064
LAPPANO,58_table_03,1.0,,,inf,,,884,2,742,078065
LATTARICO,58_table_03,1.0,,,inf,,,3774,5,4872,078066
LONGOBARDI,58_table_03,1.0,,,inf,,,2326,4,3506,078067
MALVITO,58_table_03,1.0,,,inf,,,1661,4,2368,078073
MENDICINO,58_table_03,1.0,,,inf,,#,9208,10,8231,078079
MONGRASSANO,58_table_03,1.0,,,inf,,,1479,4,2644,078080
MONTALTO UFFUGO,58_table_03,1.0,,SUP,,,,20159,20,20559,078081
MONTEGIORDANO,58_table_03,1.0,,,inf,,,1595,2,1876,078082
MORANO CALABRO,58_table_03,1.0,,,inf,,,3944,5,6782,078083
MOTTAFOLLONE,58_table_03,1.0,,,inf,,,1094,2,925,078085
NOCARA,58_table_03,1.0,,,inf,,,325,1,326,078086
ORIOLO,58_table_03,1.0,,,inf,,,1885,3,1971,078087
PALUDI,58_table_03,1.0,,,inf,,,1014,2,2619,078089
PARENTI,58_table_03,1.0,,,inf,,,2031,3,1968,078093
PEDIVIGLIANO,58_table_03,1.0,,,inf,,,744,2,623,078096
ROCCA IMPERIALE,58_table_03,1.0,,,inf,,,3226,3,3401,078103
ROSE,58_table_03,1.0,,,inf,,,4164,7,4671,078106
ROSETO CAPO SPULICO,58_table_03,1.0,,,inf,,,1859,2,2184,078107
ROTA GRECA,58_table_03,1.0,,,inf,,,1011,2,1210,078109
SAN BASILE,58_table_03,1.0,,,inf,,,954,2,1250,078111
SAN BENEDETTO ULLANO,58_table_03,1.0,,,inf,,,1390,2,2280,078112
SAN DONATO DI NINEA,58_table_03,1.0,,,inf,,,1131,4,1573,078115
SAN GIORGIO ALBANESE,58_table_03,1.0,,,inf,,,1336,2,530,078118
SAN MARCO ARGENTANO,59_table_01,1.0,,,inf,,,6942,8,9259,078123
SANTA CATERINA ALBANESE,59_table_01,1.0,,,inf,,,1128,2,1213,078129
SANTA DOMENICA TALAO,59_table_01,1.0,,,inf,,,1140,2,1664,078130
SANTA MARIA DEL CEDRO,59_table_01,1.0,,,inf,,,4949,5,4514,078132
SANTA SOFIA D'EPIRO,59_table_01,1.0,,,inf,,,2205,5,2819,078133
SANTO STEFANO DI ROGLIANO,59_table_01,1.0,,,inf,,,1704,2,1516,078134
SCIGLIANO,59_table_01,1.0,,,inf,,,1116,3,1136,078139
SPEZZANO ALBANESE,59_table_01,1.0,,,inf,,,6636,8,6867,078142
TARSIA,59_table_01,1.0,,,inf,,,1878,3,2710,078145
TERRANOVA DA SIBARI,59_table_01,1.0,,,inf,,,4622,7,4790,078146
TORANO CASTELLO,59_table_01,1.0,,,inf,,,4343,5,5117,078148
TREBISACCE,59_table_01,1.0,,,inf,*,,8593,10,8116,078150
VACCARIZZO ALBANESE,59_table_01,1.0,,,inf,,,1029,2,1131,078152
VERBICARO,59_table_01,1.0,,,inf,,,2674,4,3499,078153
VILLAPIANA,59_table_01,1.0,,,inf,,#,5439,5,4882,078154
BELVEDERE DI SPINELLO,59_table_02,1.0,,,inf,,,1973,3,2263,101001
CACCURI,59_table_02,1.0,,,inf,,,1553,3,1671,101002
CARFIZZI,59_table_02,1.0,,,inf,,,524,2,1064,101003
CASTELSILANO,59_table_02,1.0,,,inf,,,900,2,1291,101005
MESORACA,59_table_02,1.0,,,inf,,,5908,10,8468,101015
SAN MAURO MARCHESATO,59_table_02,1.0,,,inf,,,1952,3,1663,101020
SAN NICOLA DELL'ALTO,59_table_02,1.0,,,inf,,,721,2,1104,101021
STRONGOLI,59_table_02,1.0,,,inf,*,,6163,8,6030,101025
UMBRIATICO,59_table_02,1.0,,,inf,,,755,2,824,101026
VERZINO,59_table_02,1.0,,,inf,,,1616,4,1984,101027
AGNANA CALABRA,59_table_03,,,,inf,,,466,1,383,080002
ARDORE,59_table_03,,,,inf,,#,4780,7,4456,080005
BAGALADI,59_table_03,,,,inf,,,953,2,739,080006
BENESTARE,59_table_03,,,,inf,,,2478,3,2160,080008
BIVONGI,59_table_03,,,,inf,,,1163,2,1651,080010
